state,Station,District,District LGD Code,Latitude,Longitude,hour,rainfall_mm,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,flood_soon,flood_event_id,rainfall_12h,rainfall_48h,rainfall_72h,rainfall_6h_max,rainfall_24h_max,month,hour_of_day,is_monsoon,hours_since_prev
Uttarakhand,Kempty,Tehri Garhwal,55,30.49075,78.04738889,2023-04-20 01:00:00,6.5,5.0,15.0,23.5,86.5,0,,38.0,296.5,416.0,5.0,19.5,4,1,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-20 01:00:00,1.0,1.0,3.0,6.0,9.0,0,,18.0,132.0,239.0,1.0,16.5,4,1,0,1.0
Uttarakhand,Almora_1,Almora,45,29.59575833,79.65063889,2023-04-20 01:00:00,1.0,1.0,3.0,6.0,9.0,0,,15.0,103.5,160.0,1.0,2.5,4,1,0,1.0
Uttarakhand,Yamuna Colony,Dehradun,49,30.33775278,78.03311667,2023-04-20 01:00:00,3.0,1.5,4.5,7.0,11.5,0,,11.0,131.5,208.5,1.5,5.0,4,1,0,1.0
Uttarakhand,Roorkee_2,Haridwar,50,29.86771944,77.88415556,2023-04-20 02:00:00,1.5,1.5,4.5,8.0,8.0,0,,19.0,90.0,219.0,1.5,3.0,4,2,0,1.0
Uttarakhand,Tumaria,UDHAM SINGH NAGAR,56,29.30704722,78.93133056,2023-04-20 02:00:00,3.0,3.0,6.0,6.0,6.0,0,,145.0,316.5,407.0,28.5,28.5,4,2,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-20 02:00:00,1.5,1.0,3.0,6.0,10.0,0,,16.0,127.0,239.0,1.0,16.5,4,2,0,1.0
Uttarakhand,Almora_1,Almora,45,29.59575833,79.65063889,2023-04-20 02:00:00,1.0,1.0,3.0,6.0,10.0,0,,13.5,103.5,155.5,1.0,2.5,4,2,0,1.0
Uttarakhand,Yamuna Colony,Dehradun,49,30.33775278,78.03311667,2023-04-20 02:00:00,4.0,1.5,4.5,8.0,13.0,0,,13.5,131.5,201.0,3.0,5.0,4,2,0,1.0
Uttarakhand,Kempty,Tehri Garhwal,55,30.49075,78.04738889,2023-04-20 02:00:00,8.0,5.0,15.0,28.5,91.5,0,,43.5,298.0,419.5,6.5,19.5,4,2,0,1.0
Uttarakhand,Bahadarabad,Haridwar,50,29.92380278,78.03671389,2023-04-20 03:00:00,1.0,0.5,1.0,2.5,2.5,0,,42.0,127.0,272.0,5.0,5.0,4,3,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-20 03:00:00,1.5,1.0,3.0,6.0,11.0,0,,14.5,122.5,239.5,1.5,16.5,4,3,0,1.0
Uttarakhand,Yamuna Colony,Dehradun,49,30.33775278,78.03311667,2023-04-20 03:00:00,4.0,3.0,6.0,10.5,16.0,0,,17.0,132.5,204.5,4.0,5.0,4,3,0,1.0
Uttarakhand,Roorkee_2,Haridwar,50,29.86771944,77.88415556,2023-04-20 03:00:00,1.5,1.5,4.5,9.0,9.5,0,,19.5,84.0,220.0,1.5,3.0,4,3,0,1.0
Uttarakhand,Tumaria,UDHAM SINGH NAGAR,56,29.30704722,78.93133056,2023-04-20 03:00:00,3.0,3.0,9.0,9.0,9.0,0,,141.0,315.5,400.0,28.5,28.5,4,3,0,1.0
Uttarakhand,Kempty,Tehri Garhwal,55,30.49075,78.04738889,2023-04-20 03:00:00,8.0,6.5,16.5,31.5,98.0,0,,49.5,301.0,423.0,8.0,19.5,4,3,0,1.0
Uttarakhand,Almora_1,Almora,45,29.59575833,79.65063889,2023-04-20 03:00:00,1.0,1.0,3.0,6.0,11.0,0,,13.5,103.5,149.5,1.0,2.5,4,3,0,1.0
Uttarakhand,Yamuna Colony,Dehradun,49,30.33775278,78.03311667,2023-04-20 04:00:00,4.0,4.0,8.5,13.0,20.0,0,,20.5,133.5,207.5,4.0,5.0,4,4,0,1.0
Uttarakhand,Tumaria,UDHAM SINGH NAGAR,56,29.30704722,78.93133056,2023-04-20 04:00:00,3.0,3.0,9.0,12.0,12.0,0,,137.0,314.5,393.0,28.5,28.5,4,4,0,1.0
Uttarakhand,Almora_1,Almora,45,29.59575833,79.65063889,2023-04-20 04:00:00,1.0,1.0,3.0,6.0,12.0,0,,12.0,103.5,149.0,1.0,2.5,4,4,0,1.0
Uttarakhand,Bahadarabad,Haridwar,50,29.92380278,78.03671389,2023-04-20 04:00:00,1.0,0.5,1.0,2.5,3.0,0,,38.0,127.0,272.5,5.0,5.0,4,4,0,1.0
Uttarakhand,Roorkee_2,Haridwar,50,29.86771944,77.88415556,2023-04-20 04:00:00,1.5,1.5,4.5,9.0,11.0,0,,20.0,78.0,221.0,1.5,3.0,4,4,0,1.0
Uttarakhand,Kempty,Tehri Garhwal,55,30.49075,78.04738889,2023-04-20 04:00:00,8.0,8.0,19.5,34.5,106.0,0,,55.5,304.0,430.0,8.0,8.0,4,4,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-20 04:00:00,1.5,1.5,3.5,6.5,12.5,0,,13.0,118.0,240.0,1.5,16.5,4,4,0,1.0
Uttarakhand,Yamuna Colony,Dehradun,49,30.33775278,78.03311667,2023-04-20 05:00:00,4.0,4.0,11.0,15.5,24.0,0,,24.0,134.5,210.0,4.0,5.0,4,5,0,1.0
Uttarakhand,Tumaria,UDHAM SINGH NAGAR,56,29.30704722,78.93133056,2023-04-20 05:00:00,3.0,3.0,9.0,15.0,15.0,0,,139.0,313.5,386.0,28.5,28.5,4,5,0,1.0
Uttarakhand,Roorkee_2,Haridwar,50,29.86771944,77.88415556,2023-04-20 05:00:00,1.5,1.5,4.5,9.0,12.5,0,,21.0,77.0,222.0,1.5,3.0,4,5,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-20 05:00:00,1.5,1.5,4.0,7.0,14.0,0,,13.5,113.5,240.5,1.5,3.0,4,5,0,1.0
Uttarakhand,Kempty,Tehri Garhwal,55,30.49075,78.04738889,2023-04-20 05:00:00,8.0,8.0,22.5,37.5,114.0,0,,61.5,307.0,436.5,8.0,8.0,4,5,0,1.0
Uttarakhand,Almora_1,Almora,45,29.59575833,79.65063889,2023-04-20 05:00:00,1.0,1.0,3.0,6.0,13.0,0,,12.0,103.5,147.0,1.0,2.5,4,5,0,1.0
Uttarakhand,Bahadarabad,Haridwar,50,29.92380278,78.03671389,2023-04-20 05:00:00,1.0,1.0,2.0,3.0,4.0,0,,34.0,126.0,273.0,1.0,5.0,4,5,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-20 06:00:00,1.5,1.5,4.5,7.5,15.5,0,,14.0,109.0,240.0,1.5,3.0,4,6,0,1.0
Uttarakhand,Yamuna Colony,Dehradun,49,30.33775278,78.03311667,2023-04-20 06:00:00,4.0,4.0,12.0,18.0,28.0,0,,27.5,135.5,211.0,4.0,5.0,4,6,0,1.0
Uttarakhand,Tumaria,UDHAM SINGH NAGAR,56,29.30704722,78.93133056,2023-04-20 06:00:00,3.0,3.0,9.0,18.0,18.0,0,,141.0,312.5,379.0,3.0,28.5,4,6,0,1.0
Uttarakhand,Roorkee_2,Haridwar,50,29.86771944,77.88415556,2023-04-20 06:00:00,1.5,1.5,4.5,9.0,14.0,0,,20.0,76.0,223.0,1.5,3.0,4,6,0,1.0
Uttarakhand,Almora_1,Almora,45,29.59575833,79.65063889,2023-04-20 06:00:00,1.0,1.0,3.0,6.0,14.0,0,,12.0,103.5,141.0,1.0,2.5,4,6,0,1.0
Uttarakhand,Bahadarabad,Haridwar,50,29.92380278,78.03671389,2023-04-20 06:00:00,1.0,1.0,2.5,3.5,5.0,0,,30.0,125.0,269.0,1.0,5.0,4,6,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-20 06:00:00,0.5,0.5,1.5,3.0,6.0,0,,6.0,111.5,223.5,0.5,4.0,4,6,0,1.0
Uttarakhand,Gairsain (Ramganga),Chamoli,47,30.045,79.2855,2023-04-20 06:00:00,0.5,0.5,0.5,0.5,0.5,0,,6.0,24.0,37.5,0.5,0.5,4,6,0,1.0
Uttarakhand,Gairsain (Ramganga),Chamoli,47,30.045,79.2855,2023-04-20 07:00:00,0.5,0.5,1.0,1.0,1.0,0,,6.0,24.0,37.5,0.5,0.5,4,7,0,1.0
Uttarakhand,Yamuna Colony,Dehradun,49,30.33775278,78.03311667,2023-04-20 07:00:00,4.0,4.0,12.0,20.5,32.0,0,,31.0,136.5,211.5,4.0,5.0,4,7,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-20 07:00:00,0.5,0.5,1.5,3.0,6.5,0,,6.0,111.5,213.5,0.5,4.0,4,7,0,1.0
Uttarakhand,Almora_1,Almora,45,29.59575833,79.65063889,2023-04-20 07:00:00,1.0,1.0,3.0,6.0,15.0,0,,12.0,102.5,137.5,1.0,2.5,4,7,0,1.0
Uttarakhand,Tumaria,UDHAM SINGH NAGAR,56,29.30704722,78.93133056,2023-04-20 07:00:00,3.0,3.0,9.0,18.0,21.0,0,,142.0,313.5,372.0,3.0,28.5,4,7,0,1.0
Uttarakhand,Roorkee_2,Haridwar,50,29.86771944,77.88415556,2023-04-20 07:00:00,1.5,1.5,4.5,9.0,15.5,0,,19.0,75.0,208.0,1.5,3.0,4,7,0,1.0
Uttarakhand,Bahadarabad,Haridwar,50,29.92380278,78.03671389,2023-04-20 07:00:00,1.0,1.0,3.0,4.0,6.0,0,,26.0,124.0,264.5,1.0,5.0,4,7,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-20 07:00:00,1.5,1.5,4.5,8.0,17.0,0,,14.5,104.5,239.5,1.5,3.0,4,7,0,1.0
Uttarakhand,Yamuna Colony,Dehradun,49,30.33775278,78.03311667,2023-04-20 08:00:00,4.0,4.0,12.0,23.0,36.0,0,,34.5,137.5,211.5,4.0,5.0,4,8,0,1.0
Uttarakhand,Gairsain (Ramganga),Chamoli,47,30.045,79.2855,2023-04-20 08:00:00,0.5,0.5,1.5,1.5,1.5,0,,6.0,24.0,37.5,0.5,0.5,4,8,0,1.0
Uttarakhand,Almora_1,Almora,45,29.59575833,79.65063889,2023-04-20 08:00:00,1.0,1.0,3.0,6.0,16.0,0,,12.0,102.5,131.0,1.0,2.5,4,8,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-20 08:00:00,1.5,1.5,4.5,8.5,18.5,0,,15.0,104.0,235.5,1.5,3.0,4,8,0,1.0
Uttarakhand,Roorkee_2,Haridwar,50,29.86771944,77.88415556,2023-04-20 08:00:00,1.5,1.5,4.5,9.0,17.0,0,,18.0,74.0,193.0,1.5,3.0,4,8,0,1.0
Uttarakhand,Bahadarabad,Haridwar,50,29.92380278,78.03671389,2023-04-20 08:00:00,1.0,1.0,3.0,5.0,7.0,0,,22.0,123.0,260.0,1.0,5.0,4,8,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-20 08:00:00,0.5,0.5,1.5,3.0,7.0,0,,6.0,111.5,203.5,0.5,4.0,4,8,0,1.0
Uttarakhand,Tumaria,UDHAM SINGH NAGAR,56,29.30704722,78.93133056,2023-04-20 08:00:00,3.0,3.0,9.0,18.0,24.0,0,,132.0,314.0,365.0,3.0,28.5,4,8,0,1.0
Uttarakhand,Lamgara,Almora,45,29.53866667,79.74994444,2023-04-20 13:00:00,2.0,3.5,3.5,3.5,3.5,0,,11.0,89.5,131.0,2.0,17.5,4,13,0,1.0
Uttarakhand,Lamgara,Almora,45,29.53866667,79.74994444,2023-04-20 14:00:00,2.0,2.0,5.5,5.5,5.5,0,,12.5,89.5,126.5,2.0,17.5,4,14,0,1.0
Uttarakhand,Lamgara,Almora,45,29.53866667,79.74994444,2023-04-20 15:00:00,2.0,2.0,7.5,7.5,7.5,0,,14.0,89.5,128.0,2.0,17.5,4,15,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-20 15:00:00,1.5,2.5,2.5,3.0,10.5,0,,7.0,112.5,184.5,1.5,4.0,4,15,0,1.0
Uttarakhand,Gairsain (Ramganga),Chamoli,47,30.045,79.2855,2023-04-20 16:00:00,0.5,0.5,0.5,0.5,3.0,0,,6.0,24.0,37.5,0.5,0.5,4,16,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-20 16:00:00,1.5,1.5,4.0,4.0,12.0,0,,8.0,113.5,175.5,1.5,4.0,4,16,0,1.0
Uttarakhand,Dharchula_1,Pithoragarh,53,29.84825,80.54047222,2023-04-20 16:00:00,1.0,2.5,2.5,2.5,2.5,0,,11.5,99.0,158.5,1.5,9.0,4,16,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-20 17:00:00,1.5,1.5,5.5,5.5,13.5,0,,9.0,112.5,166.5,1.5,4.0,4,17,0,1.0
Uttarakhand,Dharchula_1,Pithoragarh,53,29.84825,80.54047222,2023-04-20 17:00:00,1.5,1.0,3.5,3.5,3.5,0,,12.0,98.5,156.0,1.5,9.0,4,17,0,1.0
Uttarakhand,Gairsain (Ramganga),Chamoli,47,30.045,79.2855,2023-04-20 17:00:00,0.5,0.5,1.0,1.0,3.5,0,,6.0,24.0,37.5,0.5,0.5,4,17,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-20 18:00:00,1.5,1.5,4.5,7.0,15.0,0,,10.0,111.5,157.5,1.5,4.0,4,18,0,1.0
Uttarakhand,Dharchula_1,Pithoragarh,53,29.84825,80.54047222,2023-04-20 18:00:00,1.5,1.0,4.5,4.5,4.5,0,,13.0,98.5,154.0,1.5,9.0,4,18,0,1.0
Uttarakhand,Gairsain (Ramganga),Chamoli,47,30.045,79.2855,2023-04-20 18:00:00,0.5,0.5,1.5,1.5,4.0,0,,6.0,24.0,37.0,0.5,0.5,4,18,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-20 19:00:00,1.5,1.5,4.5,8.5,16.0,0,,11.0,110.5,148.5,1.5,4.0,4,19,0,1.0
Uttarakhand,Lamgara,Almora,45,29.53866667,79.74994444,2023-04-20 19:00:00,2.0,2.0,4.0,10.0,13.5,0,,17.0,89.5,131.0,2.0,2.0,4,19,0,1.0
Uttarakhand,Dharchula_1,Pithoragarh,53,29.84825,80.54047222,2023-04-20 19:00:00,1.5,1.5,3.5,6.0,6.0,0,,14.0,97.5,152.0,1.5,9.0,4,19,0,1.0
Uttarakhand,Gairsain (Ramganga),Chamoli,47,30.045,79.2855,2023-04-20 19:00:00,0.5,0.5,1.5,2.0,4.5,0,,6.0,24.0,36.5,0.5,0.5,4,19,0,1.0
Uttarakhand,Gairsain (Ramganga),Chamoli,47,30.045,79.2855,2023-04-20 20:00:00,0.5,0.5,1.5,2.5,5.0,0,,6.0,24.0,36.0,0.5,0.5,4,20,0,1.0
Uttarakhand,Lamgara,Almora,45,29.53866667,79.74994444,2023-04-20 20:00:00,2.0,2.0,4.0,10.0,15.5,0,,18.0,90.5,132.5,2.0,2.0,4,20,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-20 20:00:00,1.5,1.5,4.5,10.0,17.0,0,,12.0,109.5,139.5,1.5,4.0,4,20,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-20 21:00:00,1.5,1.5,4.5,9.0,18.0,0,,13.0,104.0,130.5,1.5,4.0,4,21,0,1.0
Assam,Goroiari,Kamrup Metropolitan,618,26.027484,91.482478,2023-04-21 02:00:00,20.0,17.0,17.0,17.0,33.0,0,,147.0,450.0,612.0,33.0,51.0,4,2,0,1.0
Assam,Nowgaon WRD,NAGAON,297,26.34916667,92.68583333,2023-04-21 03:00:00,1.0,2.0,4.0,4.0,4.0,0,,49.0,213.0,348.0,12.0,29.0,4,3,0,1.0
Uttarakhand,Almora_1,Almora,45,29.59575833,79.65063889,2023-04-21 04:00:00,3.0,3.0,3.0,3.0,9.0,0,,14.0,104.5,129.5,3.0,3.0,4,4,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-21 04:00:00,3.5,3.0,3.0,4.5,20.5,0,,16.5,93.5,134.0,3.0,3.0,4,4,0,1.0
Assam,Nowgaon WRD,NAGAON,297,26.34916667,92.68583333,2023-04-21 04:00:00,1.0,4.0,6.0,8.0,8.0,0,,49.0,212.0,348.0,12.0,29.0,4,4,0,1.0
Uttarakhand,Rudrapur_2,UDHAM SINGH NAGAR,56,28.97373611,79.39988611,2023-04-21 04:00:00,0.5,0.5,0.5,0.5,0.5,0,,26.0,140.0,303.5,2.5,13.5,4,4,0,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2023-04-21 05:00:00,2.0,5.0,5.0,5.0,5.0,0,,101.0,144.0,190.0,29.0,29.0,4,5,0,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2023-04-21 05:00:00,3.0,6.0,6.0,6.0,6.0,0,,104.0,196.5,281.0,24.0,24.0,4,5,0,1.0
Uttarakhand,Yamuna Colony,Dehradun,49,30.33775278,78.03311667,2023-04-21 05:00:00,9.0,9.0,9.0,9.0,29.0,0,,44.5,146.5,216.5,9.0,9.0,4,5,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-21 05:00:00,3.5,3.0,6.0,6.0,23.0,0,,19.5,95.5,137.0,3.5,3.5,4,5,0,1.0
Uttarakhand,Rudrapur_2,UDHAM SINGH NAGAR,56,28.97373611,79.39988611,2023-04-21 05:00:00,0.5,0.5,1.0,1.0,1.0,0,,26.0,137.0,303.0,2.5,13.5,4,5,0,1.0
Uttarakhand,Yamuna Colony,Dehradun,49,30.33775278,78.03311667,2023-04-21 06:00:00,9.0,9.0,18.0,18.0,34.0,0,,52.0,154.0,221.5,9.0,9.0,4,6,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-21 06:00:00,3.5,3.5,9.5,9.5,26.0,0,,22.5,97.0,140.0,3.5,3.5,4,6,0,1.0
Assam,Nitai Road Crossing Demow,SIVSAGAR,300,27.13058,94.73872,2023-04-21 06:00:00,5.0,1.0,5.0,6.0,19.0,0,,53.0,268.5,333.5,12.0,52.0,4,6,0,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2023-04-21 06:00:00,23.0,7.0,12.0,12.0,12.0,0,,102.0,145.0,184.0,29.0,29.0,4,6,0,1.0
Uttarakhand,Rudrapur_2,UDHAM SINGH NAGAR,56,28.97373611,79.39988611,2023-04-21 06:00:00,0.5,0.5,1.5,1.5,1.5,0,,24.0,133.5,302.5,2.5,13.5,4,6,0,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2023-04-21 06:00:00,15.0,11.0,17.0,17.0,17.0,0,,91.0,198.5,273.0,24.0,24.0,4,6,0,1.0
Assam,Bongaigaon_1,BONGAIGAON,281,26.4875,90.54416667,2023-04-21 07:00:00,1.0,3.0,20.0,20.0,20.0,0,,104.0,211.5,280.0,24.0,24.0,4,7,0,1.0
Uttarakhand,Yamuna Colony,Dehradun,49,30.33775278,78.03311667,2023-04-21 07:00:00,9.0,9.0,27.0,27.0,39.0,0,,59.5,161.5,226.0,9.0,9.0,4,7,0,1.0
Assam,Anipur WR Dept Quarter_1,KARIMGANJ,293,24.54791,92.432997,2023-04-21 07:00:00,1.0,1.0,1.0,2.0,2.0,0,,42.0,133.0,437.0,8.0,10.0,4,7,0,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2023-04-21 07:00:00,1.0,2.0,14.0,14.0,14.0,0,,119.0,167.0,202.0,29.0,29.0,4,7,0,1.0
Uttarakhand,Lamgara,Almora,45,29.53866667,79.74994444,2023-04-21 08:00:00,2.0,2.0,2.0,6.0,25.5,0,,21.0,93.5,137.0,2.0,2.0,4,8,0,1.0
Uttarakhand,Gairsain (Ramganga),Chamoli,47,30.045,79.2855,2023-04-21 08:00:00,0.5,0.5,0.5,1.5,6.0,0,,6.0,24.0,36.0,0.5,0.5,4,8,0,1.0
Uttarakhand,Yamuna Colony,Dehradun,49,30.33775278,78.03311667,2023-04-21 08:00:00,9.0,9.0,27.0,36.0,44.0,0,,67.0,169.0,230.0,9.0,9.0,4,8,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-21 17:00:00,3.5,0.5,0.5,0.5,30.0,0,,24.5,95.5,143.0,3.5,3.5,4,17,0,1.0
Uttarakhand,Danda_1,Champawat,48,29.15927778,80.10852778,2023-04-21 17:00:00,1.0,0.5,0.5,0.5,0.5,0,,37.5,186.5,323.5,1.0,14.5,4,17,0,1.0
Uttarakhand,Danda_1,Champawat,48,29.15927778,80.10852778,2023-04-21 18:00:00,1.5,0.5,1.0,1.0,1.0,0,,37.5,179.5,324.0,1.0,14.5,4,18,0,1.0
Assam,Anipur WR Dept Quarter_1,KARIMGANJ,293,24.54791,92.432997,2023-04-21 18:00:00,2.0,1.0,1.0,1.0,41.0,0,,35.0,133.0,432.0,7.0,10.0,4,18,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-21 18:00:00,3.5,0.5,1.0,1.0,29.0,0,,26.5,96.0,146.0,3.5,3.5,4,18,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-21 18:00:00,1.5,1.0,1.0,1.0,2.5,0,,16.0,94.0,232.5,1.5,3.0,4,18,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-21 19:00:00,1.5,1.5,2.5,2.5,4.0,0,,16.5,94.0,230.5,1.5,3.0,4,19,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-21 19:00:00,3.5,3.5,4.5,4.5,31.0,0,,28.5,96.5,149.0,3.5,3.5,4,19,0,1.0
Uttarakhand,Danda_1,Champawat,48,29.15927778,80.10852778,2023-04-21 19:00:00,1.5,1.0,2.0,2.0,2.0,0,,38.0,173.0,325.0,1.5,14.5,4,19,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-21 20:00:00,1.5,1.5,4.0,4.0,5.5,0,,17.0,93.5,226.0,1.5,3.0,4,20,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-21 20:00:00,3.5,3.5,7.5,8.0,33.0,0,,30.5,97.0,152.0,3.5,3.5,4,20,0,1.0
Uttarakhand,Danda_1,Champawat,48,29.15927778,80.10852778,2023-04-21 20:00:00,1.5,1.5,3.0,3.5,3.5,0,,38.5,166.5,326.0,1.5,14.5,4,20,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-21 21:00:00,1.5,1.5,4.5,5.5,7.0,0,,17.5,93.0,221.5,1.5,3.0,4,21,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-21 21:00:00,3.5,3.5,10.5,11.5,35.0,0,,32.5,97.5,155.0,3.5,3.5,4,21,0,1.0
Uttarakhand,Danda_1,Champawat,48,29.15927778,80.10852778,2023-04-21 21:00:00,1.5,1.5,4.0,5.0,5.0,0,,26.5,160.0,327.0,1.5,14.5,4,21,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-21 22:00:00,1.5,1.5,4.5,7.0,8.5,0,,18.0,92.5,217.0,1.5,3.0,4,22,0,1.0
Uttarakhand,Tanakpur_1,Champawat,48,29.07222222,80.1175,2023-04-21 22:00:00,0.5,0.5,0.5,0.5,0.5,0,,6.0,27.5,45.0,0.5,0.5,4,22,0,1.0
Uttarakhand,Danda_1,Champawat,48,29.15927778,80.10852778,2023-04-21 22:00:00,1.5,1.5,4.5,6.5,6.5,0,,13.5,153.5,328.0,1.5,14.5,4,22,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-21 22:00:00,3.5,3.5,10.5,15.0,37.0,0,,34.5,98.0,158.0,3.5,3.5,4,22,0,1.0
Uttarakhand,Tanakpur_1,Champawat,48,29.07222222,80.1175,2023-04-21 23:00:00,0.5,0.5,1.0,1.0,1.0,0,,6.0,27.5,44.5,0.5,0.5,4,23,0,1.0
Uttarakhand,Danda_1,Champawat,48,29.15927778,80.10852778,2023-04-21 23:00:00,1.5,1.5,4.5,7.5,8.0,0,,14.0,147.0,328.5,1.5,14.5,4,23,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-21 23:00:00,1.5,1.5,4.5,8.5,10.0,0,,18.0,92.0,212.5,1.5,3.0,4,23,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-21 23:00:00,3.5,3.5,10.5,18.0,39.0,0,,36.5,98.5,161.0,3.5,3.5,4,23,0,1.0
Assam,Biswanath_1,DHEMAJI,284,27.4211,94.45021,2023-04-21 23:00:00,11.0,5.0,5.0,5.0,7.0,0,,28.0,86.0,125.0,7.0,8.0,4,23,0,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2023-04-21 23:00:00,14.0,17.0,17.0,17.0,55.0,0,,118.0,167.0,198.0,29.0,29.0,4,23,0,1.0
Assam,Biswanath_1,DHEMAJI,284,27.4211,94.45021,2023-04-22 00:00:00,3.0,7.0,12.0,12.0,14.0,0,,38.0,94.0,135.0,11.0,11.0,4,0,0,1.0
Uttarakhand,Danda_1,Champawat,48,29.15927778,80.10852778,2023-04-22 00:00:00,1.5,1.5,4.5,8.5,9.5,0,,14.5,140.5,329.0,1.5,14.5,4,0,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-22 00:00:00,3.5,3.5,10.5,21.0,42.5,0,,38.5,99.0,164.0,3.5,3.5,4,0,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-22 00:00:00,1.5,1.5,4.5,9.0,11.5,0,,18.0,91.5,208.0,1.5,1.5,4,0,0,1.0
Uttarakhand,Tanakpur_1,Champawat,48,29.07222222,80.1175,2023-04-22 00:00:00,0.5,0.5,1.5,1.5,1.5,0,,6.0,27.5,44.0,0.5,0.5,4,0,0,1.0
Assam,Dhaligaon PHE,BONGAIGAON,281,26.49722222,90.5225,2023-04-22 00:00:00,3.0,1.0,18.0,18.0,56.0,0,,122.0,180.0,210.0,23.0,29.0,4,0,0,1.0
Uttarakhand,Danda_1,Champawat,48,29.15927778,80.10852778,2023-04-22 01:00:00,1.5,1.5,4.5,9.0,11.0,0,,15.0,134.0,329.5,1.5,14.5,4,1,0,1.0
Uttarakhand,Champawat_1,Champawat,48,29.33341667,80.08469444,2023-04-22 01:00:00,3.5,3.5,10.5,21.0,46.0,0,,39.0,99.5,167.0,3.5,3.5,4,1,0,1.0
Uttarakhand,Mukteshwar_1,Nainital,51,29.47413889,79.65119444,2023-04-22 01:00:00,1.5,1.5,4.5,9.0,13.0,0,,18.0,91.0,203.5,1.5,1.5,4,1,0,1.0
Uttarakhand,Tanakpur_1,Champawat,48,29.07222222,80.1175,2023-04-22 01:00:00,0.5,0.5,1.5,2.0,2.0,0,,6.0,27.5,43.5,0.5,0.5,4,1,0,1.0
